series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	643	99.01404926	61.61899849	RUS	Russian Federation	1	<1Y	ANNUAL	NUMBER	29181	28899	27623	25916	23953	22413	20739	19388	18262	17421	16884	16712	16634	16659	16412	15989	16481.2	2015	15989	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	646	29.92310194	-1.999842114	RWA	Rwanda	1	<1Y	ANNUAL	NUMBER	38616	37862	34301	29803	25580	22574	20525	19137	18143	17282	16288	14751	13368	12122	11123	10445	12361.8	2015	10445	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	<1Y	ANNUAL	NUMBER	15	14	13	12	11	11	11	10	10	10	10	9	9	9	8	8	8.6	2015	8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	660	-63.05651612	18.21525315	AIA	Anguilla	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	<1Y	ANNUAL	NUMBER	46	45	43	43	42	42	42	41	41	41	40	40	39	38	37	36	38	2015	36	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	<1Y	ANNUAL	NUMBER	41	40	38	37	36	36	36	37	37	37	37	35	33	31	29	27	31	2015	27	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	674	12.46329038	43.93841766	SMR	San Marino	1	<1Y	ANNUAL	NUMBER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2015	1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	<1Y	ANNUAL	NUMBER	308	302	296	289	280	271	260	250	240	233	228	225	223	224	222	219	222.6	2015	219	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	<1Y	ANNUAL	NUMBER	11105	10580	10166	9725	9469	9307	9280	9324	9326	9339	9260	9019	8766	8391	8052	7708	8387.2	2015	7708	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	<1Y	ANNUAL	NUMBER	25975	25767	25459	25117	24764	24325	23814	23326	22929	22703	22643	22803	23158	23585	23936	24123	23521	2015	24123	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	688	20.805876	44.03145697	SRB	Serbia	1	<1Y	ANNUAL	NUMBER	1395	1312	1190	1021	868	766	699	662	644	621	600	583	567	552	555	547	560.8	2015	547	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	<1Y	ANNUAL	NUMBER	17	18	19	20	21	22	22	22	22	22	21	21	21	21	20	20	20.6	2015	20	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	<1Y	ANNUAL	NUMBER	25002	25160	25660	26206	26572	26606	26616	26238	25560	24693	23695	22600	21512	20490	19645	19014	20652.2	2015	19014	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	702	103.8107883	1.361009155	SGP	Singapore	1	<1Y	ANNUAL	NUMBER	132	119	107	108	104	108	111	113	110	112	113	115	116	117	118	112	115.6	2015	112	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	<1Y	ANNUAL	NUMBER	511	484	474	466	466	459	462	452	451	439	423	406	379	356	335	314	358	2015	314	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	<1Y	ANNUAL	NUMBER	31010	30186	30958	32494	33885	34694	34565	33844	32746	31736	30865	30125	29465	28816	28092	27243	28748.2	2015	27243	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	<1Y	ANNUAL	NUMBER	83	79	74	69	64	62	60	62	61	60	60	59	55	52	49	46	52.2	2015	46	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	706	46.20367477	4.406485729	SOM	Somalia	1	<1Y	ANNUAL	NUMBER	37620	38208	38428	38482	38670	39209	40097	41047	41796	42143	42129	41278	40260	39191	38236	37786	39350.2	2015	37786	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	<1Y	ANNUAL	NUMBER	63431	63005	61206	58199	55159	53490	53434	54586	55228	50527	47579	45371	43148	39074	36088	34078	39551.8	2015	34078	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	<1Y	ANNUAL	NUMBER	25007	25208	25387	25520	25929	26409	26769	27361	27730	28013	27907	27637	25819	26047	25775	25398	26135.2	2015	25398	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	724	-3.554078296	40.39211472	ESP	Spain	1	<1Y	ANNUAL	NUMBER	2020	2054	2125	2213	2292	2293	2267	2214	2129	2059	1905	1786	1637	1524	1390	1299	1527.2	2015	1299	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	<1Y	ANNUAL	NUMBER	30701	30001	29072	28065	27254	26714	26289	26143	26136	26297	26385	26435	26426	26335	26144	25942	26256.4	2015	25942	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	736	29.95650159	16.02643066	SDN	Sudan	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	<1Y	ANNUAL	NUMBER	326	311	293	278	264	253	244	238	233	227	223	215	208	200	192	186	200.2	2015	186	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	<1Y	ANNUAL	NUMBER	2803	2864	2889	2899	2881	2854	2658	2623	2616	2381	2158	1965	1895	1781	1682	1631	1790.8	2015	1631	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	752	14.3775338	60.60103109	SWE	Sweden	1	<1Y	ANNUAL	NUMBER	242	255	280	311	338	351	336	323	304	284	278	264	264	265	267	271	266.2	2015	271	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	756	8.223158	46.96617097	CHE	Switzerland	1	<1Y	ANNUAL	NUMBER	348	346	331	313	312	307	305	305	307	308	315	312	307	302	296	291	301.6	2015	291	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	<1Y	ANNUAL	NUMBER	10431	9907	9215	8536	7971	7599	7420	7438	7460	7365	7010	6706	6296	5656	5143	4708	5701.8	2015	4708	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	762	69.294998	38.43069666	TJK	Tajikistan	1	<1Y	ANNUAL	NUMBER	14211	13081	11943	10881	10097	9625	9454	9510	9714	9998	10244	10395	10542	10598	10521	10293	10469.8	2015	10293	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	764	101.0202951	15.13089239	THA	Thailand	1	<1Y	ANNUAL	NUMBER	17165	16209	15385	14620	13923	13161	12405	11681	10944	10325	9844	9327	8934	8555	8228	7778	8564.4	2015	7778	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	768	0.97835765	8.532096072	TGO	Togo	1	<1Y	ANNUAL	NUMBER	14160	14219	14292	14361	14424	14445	14400	14343	14252	14127	13972	13816	13638	13424	13234	13077	13437.8	2015	13077	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	776	-175.1959991	-21.19511329	TON	Tonga	1	<1Y	ANNUAL	NUMBER	39	38	39	40	41	42	42	43	43	43	42	42	41	39	38	37	39.4	2015	37	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	<1Y	ANNUAL	NUMBER	466	469	474	479	482	481	475	466	452	438	423	407	389	375	360	344	375	2015	344	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	<1Y	ANNUAL	NUMBER	484	463	448	445	463	503	531	581	636	674	672	688	676	644	603	571	636.4	2015	571	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	788	9.572737411	34.11439971	TUN	Tunisia	1	<1Y	ANNUAL	NUMBER	4455	4150	3882	3640	3420	3260	3115	3001	2913	2832	2769	2730	2709	2693	2641	2546	2663.8	2015	2546	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	792	35.42890329	38.9899684	TUR	Turkey	1	<1Y	ANNUAL	NUMBER	45485	42318	38915	35605	32592	29992	27795	25767	24158	22693	21461	20402	19405	18452	17395	16325	18395.8	2015	16325	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	<1Y	ANNUAL	NUMBER	5982	6060	6367	6762	7029	7079	6812	6378	5867	5413	5127	4995	4997	5040	5078	5024	5026.8	2015	5024	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	<1Y	ANNUAL	NUMBER	10	9	9	8	7	7	6	6	6	5	5	5	5	5	5	5	5	2015	5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	800	32.39100438	1.279557331	UGA	Uganda	1	<1Y	ANNUAL	NUMBER	98514	96942	95038	92639	89842	86630	83234	79459	75933	73192	70749	67489	63162	63189	60673	59856	62873.8	2015	59856	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	804	31.40270802	49.00735945	UKR	Ukraine	1	<1Y	ANNUAL	NUMBER	6330	5882	5492	5247	5156	5214	5384	5680	5900	5966	5815	5414	4857	4246	3700	3331	4309.6	2015	3331	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	<1Y	ANNUAL	NUMBER	366	342	323	319	314	303	282	258	234	209	187	164	147	136	127	119	138.6	2015	119	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	818	29.77468534	26.57438204	EGY	Egypt	1	<1Y	ANNUAL	NUMBER	63542	62006	60747	59603	58216	56536	54550	52301	50194	48945	49304	51014	53816	56424	57588	56914	55151.2	2015	56914	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	<1Y	ANNUAL	NUMBER	3835	3654	3557	3557	3541	3584	3692	3851	3925	4016	3917	3704	3498	3173	2880	2655	3182	2015	2655	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	831	-2.200712402	49.71561166	GGY	Guernsey	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	832	-2.136773508	49.22353354	JEY	Jersey	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	<1Y	ANNUAL	NUMBER	107584	105094	102805	100530	97783	94649	91065	86578	82636	79535	75614	74016	73236	73156	72398	72069	72975	2015	72069	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	840	-99.13830311	39.5277871	USA	United States of America	1	<1Y	ANNUAL	NUMBER	26422	26591	27053	27617	28867	28963	28651	28056	27254	26359	25466	24200	23725	22559	21613	21321	22683.6	2015	21321	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	<1Y	ANNUAL	NUMBER	49441	49941	50232	50313	50123	49703	48899	47973	47019	45950	44999	44017	43240	42548	42048	41810	42732.6	2015	41810	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	858	-56.01387025	-32.8002838	URY	Uruguay	1	<1Y	ANNUAL	NUMBER	768	736	711	688	661	639	614	585	567	553	529	510	492	463	441	419	465	2015	419	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	<1Y	ANNUAL	NUMBER	28751	27671	26599	25700	25157	24912	25062	25459	25916	26279	26340	26027	25469	24751	23837	22771	24571	2015	22771	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	<1Y	ANNUAL	NUMBER	10743	10474	10244	9997	9736	9464	9185	8954	8777	8658	8541	8437	8273	8106	7931	7746	8098.6	2015	7746	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	882	-172.4430749	-13.61541469	WSM	Samoa	1	<1Y	ANNUAL	NUMBER	94	91	90	89	88	88	89	90	90	96	89	87	82	77	72	68	77.2	2015	68	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	887	45.22389143	15.22242099	YEM	Yemen	1	<1Y	ANNUAL	NUMBER	44352	43174	42413	42035	41529	40805	39646	38314	36864	35374	33821	32364	31016	29800	28658	27775	29922.6	2015	27775	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	894	27.850329	-14.59701056	ZMB	Zambia	1	<1Y	ANNUAL	NUMBER	43849	42766	40893	38716	36617	34883	33707	32589	31955	30938	30036	29454	28630	27543	26925	26636	27837.6	2015	26636	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
