series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	276	10.3806066	51.08862743	DEU	Germany	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	276	10.3806066	51.08862743	DEU	Germany	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	URBAN	PERCENT																12.4							10.6				10.6	2012	10.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	ANNUAL	ALLAREA	PERCENT																31.9							24.2				24.2	2012	24.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	ANNUAL	RURAL	PERCENT																43.7							37.9				37.9	2012	37.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	ANNUAL	ALLAREA	PERCENT																	21.8											2006	21.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	300	22.58307827	39.47301873	GRC	Greece	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	300	22.58307827	39.47301873	GRC	Greece	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	316	144.7029305	13.35485404	GUM	Guam	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	316	144.7029305	13.35485404	GUM	Guam	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	URBAN	PERCENT											27.1						30								42.162316		42.162316	2014	42.162316		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	ANNUAL	ALLAREA	PERCENT											56						51								59.29		59.29	2014	59.29		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	ANNUAL	RURAL	PERCENT											74.5						70.5								76.102896		76.102896	2014	76.102896		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	URBAN	PERCENT					17.5								23.5					30.5					35.4				35.4	2012	35.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	ANNUAL	ALLAREA	PERCENT					62.6								49.1					53					55.2				55.2	2012	55.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	ANNUAL	RURAL	PERCENT					82.1								59.9					63					64.7				64.7	2012	64.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	328	-58.97322037	4.788012784	GUY	Guyana	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	328	-58.97322037	4.788012784	GUY	Guyana	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	URBAN	PERCENT																							40.6				40.6	2012	40.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	332	-72.33640958	18.40426539	HTI	Haiti	2	ANNUAL	ALLAREA	PERCENT																							58.5				58.5	2012	58.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	332	-72.33640958	18.40426539	HTI	Haiti	3	ANNUAL	RURAL	PERCENT																							74.9				74.9	2012	74.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	336	12.45315803	41.90343751	VAT	Holy See	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	336	12.45315803	41.90343751	VAT	Holy See	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	URBAN	PERCENT												55.9	58	57.5	57.1	57.7	52.9	51	55.2	52.8	54.3	58.5	63.6	60.4	61		60.875	2014	61		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	340	-86.59974381	14.82243161	HND	Honduras	2	ANNUAL	ALLAREA	PERCENT												63.7	64.8	65.3	64.6	63.7	59.9	58.2	59.2	58.8	60	61.9	66.5	64.5	62.8		63.925	2014	62.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	340	-86.59974381	14.82243161	HND	Honduras	3	ANNUAL	RURAL	PERCENT												71.3	71.3	72.7	71.9	69.5	66.8	65.2	63.1	64.4	65.4	65.2	69.3	68.5	65		67	2014	65		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	348	19.41221519	47.1651448	HUN	Hungary	2	ANNUAL	ALLAREA	PERCENT															13.5	15.9	12.3	12.4	12.4	12.3	14.1	14.3	15	15	14.9		14.8	2014	14.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	348	19.41221519	47.1651448	HUN	Hungary	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	352	-19.02116966	64.79134763	ISL	Iceland	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	352	-19.02116966	64.79134763	ISL	Iceland	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	356	79.3608464	22.34642074	IND	India	1	ANNUAL	URBAN	PERCENT				31.8											25.7					20.9		13.7					13.7	2011	13.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	356	79.3608464	22.34642074	IND	India	2	ANNUAL	ALLAREA	PERCENT				45.3											37.2					29.8		21.9					21.9	2011	21.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	356	79.3608464	22.34642074	IND	India	3	ANNUAL	RURAL	PERCENT				50.1											41.8					33.8		25.7					25.7	2011	25.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	URBAN	PERCENT							13.4			19.4			14.5	13.6	12.1	11.7	13.5	12.5	11.7	10.7	9.9	9.2	8.8	8.4	8.3		8.675	2014	8.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	360	113.9174	-0.994582204	IDN	Indonesia	2	ANNUAL	ALLAREA	PERCENT							17.5			23.4			18.2	17.4	16.7	16	17.8	16.6	15.4	14.2	13.3	12.5	12	11.4	11.3		11.8	2014	11.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	360	113.9174	-0.994582204	IDN	Indonesia	3	ANNUAL	RURAL	PERCENT							19.8			26			21.1	20.2	20.1	20	21.8	20.4	18.9	17.4	16.6	15.7	15.1	14.3	14.2		14.825	2014	14.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	URBAN	PERCENT																	15.7						14.8				14.8	2012	14.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	368	43.76606267	33.05013795	IRQ	Iraq	2	ANNUAL	ALLAREA	PERCENT																	22.4						18.9				18.9	2012	18.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	368	43.76606267	33.05013795	IRQ	Iraq	3	ANNUAL	RURAL	PERCENT																	39						30.6				30.6	2012	30.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	372	-7.121425272	53.25274054	IRL	Ireland	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	372	-7.121425272	53.25274054	IRL	Ireland	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	376	34.62277992	31.06164552	ISR	Israel	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	376	34.62277992	31.06164552	ISR	Israel	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	380	12.57022427	42.79917282	ITA	Italy	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	380	12.57022427	42.79917282	ITA	Italy	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	URBAN	PERCENT													24.5						29.4							35.9	35.9	2015	35.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	ANNUAL	ALLAREA	PERCENT													38.4						48.9							46.3	46.3	2015	46.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	ANNUAL	RURAL	PERCENT													49						62.5							56.8	56.8	2015	56.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	URBAN	PERCENT		16.1	22.8						5.5	11.1	12.6	9.9	10.6															2002	10.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	388	-77.31068409	18.15616857	JAM	Jamaica	2	ANNUAL	ALLAREA	PERCENT	28.4	44.6	33.9	24.4	22.8	27.5	26.1	19.9	15.9	16.9	18.7	16.9	19.7	19.1	16.9	14.8	14.3	9.9	12.3	16.5	17.6		19.9				19.9	2012	19.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	388	-77.31068409	18.15616857	JAM	Jamaica	3	ANNUAL	RURAL	PERCENT		63.9	42.2						19.5	22	25.1	24.1	25.1															2002	25.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	392	139.2716103	36.6554539	JPN	Japan	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	392	139.2716103	36.6554539	JPN	Japan	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	URBAN	PERCENT												36	33	24.7	23.4	20.2	13.6	6.9	8.1	4.1	3.7	2.4	1.9	1.3	1.3	1.3	1.64	2015	1.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	ANNUAL	ALLAREA	PERCENT												46.7	44.5	37.5	33.9	31.6	18.2	12.7	12.1	8.2	6.5	5.5	3.8	2.9	2.8	2.7	3.54	2015	2.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	ANNUAL	RURAL	PERCENT												59.4	58.4	53.2	47.1	45.6	24.4	18.1	15.9	12.1	10.1	8.8	6.1	4.9	4.7	4.4	5.78	2015	4.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	URBAN	PERCENT																					13.9							2010	13.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	400	37.13024774	30.65365973	JOR	Jordan	2	ANNUAL	ALLAREA	PERCENT																			13.3		14.4							2010	14.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	400	37.13024774	30.65365973	JOR	Jordan	3	ANNUAL	RURAL	PERCENT																					16.8							2010	16.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	URBAN	PERCENT																33.7												2005	33.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	404	37.86096816	0.534797278	KEN	Kenya	2	ANNUAL	ALLAREA	PERCENT																45.9												2005	45.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	404	37.86096816	0.534797278	KEN	Kenya	3	ANNUAL	RURAL	PERCENT																49.1												2005	49.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	414	47.49305029	29.53949468	KWT	Kuwait	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	414	47.49305029	29.53949468	KWT	Kuwait	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	URBAN	PERCENT																	26.7	23.2	22.6	21.9	23.6	30.7	35.4	28.5	26.9	29.3	30.16	2015	29.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	ANNUAL	ALLAREA	PERCENT																	39.9	35	31.7	31.7	33.7	36.8	38	37	30.6	32.1	34.9	2015	32.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	ANNUAL	RURAL	PERCENT																	47.7	41.7	36.8	37.1	39.5	40.4	39.6	41.4	32.6	33.6	37.52	2015	33.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	URBAN	PERCENT								22.1					19.7					17.4					10				10	2012	10		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	ANNUAL	ALLAREA	PERCENT								39.1					33.5					27.6					23.2				23.2	2012	23.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	ANNUAL	RURAL	PERCENT								42.5					37.6					31.7					28.6				28.6	2012	28.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	422	35.89391711	33.92152458	LBN	Lebanon	2	ANNUAL	ALLAREA	PERCENT																							27.4				27.4	2012	27.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	422	35.89391711	33.92152458	LBN	Lebanon	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	URBAN	PERCENT					36.7								41.5								39.6							2010	39.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	426	28.25362195	-29.58041814	LSO	Lesotho	2	ANNUAL	ALLAREA	PERCENT					66.6								56.6								57.1							2010	57.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	426	28.25362195	-29.58041814	LSO	Lesotho	3	ANNUAL	RURAL	PERCENT					68.9								60.5								61.2							2010	61.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	428	26.42461876	56.64196636	LVA	Latvia	2	ANNUAL	ALLAREA	PERCENT															19.4	23.5	21.2	25.9	26.4	20.9	19	19.2	19.4	21.2	22.5		20.575	2014	22.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	428	26.42461876	56.64196636	LVA	Latvia	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	URBAN	PERCENT																		55.1										2007	55.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	430	-9.311879038	6.448381009	LBR	Liberia	2	ANNUAL	ALLAREA	PERCENT																		63.8										2007	63.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	430	-9.311879038	6.448381009	LBR	Liberia	3	ANNUAL	RURAL	PERCENT																		67.7										2007	67.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	434	18.0295985	27.04042819	LBY	Libya	2	ANNUAL	ALLAREA	PERCENT																															
