series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	500	-62.19261223	16.73558313	MSR	Montserrat	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	504	-6.281942841	31.8440131	MAR	Morocco	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	27.5	26.9	26.2	25.5	24.9	24.3	23.8	23.2	22.6	21.9	21.1	20.3	19.6	18.9	18.2	17.6	18.92	2015	17.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	44.1	41.9	39.8	38.1	36.6	35.2	34.1	33.1	32.3	31.4	30.6	29.8	29.1	28.4	27.8	27.1	28.44	2015	27.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	512	57.87743482	21.98805614	OMN	Oman	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	7.5	7	6.6	6.2	6	5.8	5.6	5.5	5.4	5.3	5.3	5.3	5.3	5.3	5.3	5.2	5.28	2015	5.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	516	17.21907885	-22.13817068	NAM	Namibia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	19.6	18.9	18.3	17.8	17.4	17.1	17	17.1	17.1	17.1	17.1	16.9	16.7	16.4	16.1	15.9	16.4	2015	15.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	520	166.92313	-0.528742623	NRU	Nauru	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	24.8	24.6	24.5	24.5	24.5	24.5	24.5	24.6	24.7	24.6	24.6	24.2	23.8	23.5	23.1	22.7	23.46	2015	22.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	524	83.94678863	28.25866332	NPL	Nepal	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	39.3	37.8	36.5	35.1	33.8	32.5	31.3	30.1	29	27.8	26.7	25.6	24.7	23.8	23	22.2	23.86	2015	22.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	528	5.331480568	51.86728884	NLD	Netherlands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.8	3.8	3.7	3.6	3.5	3.4	3.3	3.2	3	2.9	2.8	2.7	2.6	2.5	2.4	2.4	2.52	2015	2.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	531	-68.95033464	12.15058042	CUW	Curaçao	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	533	-69.97050586	12.50878756	ABW	Aruba	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.2	12	11.9	11.8	11.9	12	12	12.1	12.1	12.1	12.1	12.1	12.1	12	11.8	11.6	11.92	2015	11.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	554	170.4755673	-43.98721568	NZL	New Zealand	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.5	3.4	3.4	3.3	3.2	3.1	3	3	3.1	3.2	3.3	3.4	3.3	3.3	3.2	3.1	3.26	2015	3.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	17.2	16.7	16.2	15.7	15	14.4	13.8	13.3	12.7	12.3	11.8	11.4	11	10.6	10.3	9.8	10.62	2015	9.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	562	9.400167877	17.42143036	NER	Niger	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	43.4	42.1	40.7	39.3	37.9	36.6	35.4	34.2	33	31.9	30.8	29.8	28.9	28.1	27.3	26.8	28.18	2015	26.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	566	8.097363256	9.585789025	NGA	Nigeria	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	48.3	47.2	46.1	45	43.8	42.7	41.6	40.7	39.8	39	38.2	37.4	36.5	35.8	35	34.3	35.8	2015	34.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	570	-169.8601693	-19.05000475	NIU	Niue	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.5	13.2	13.8	14.5	14.9	15.1	15.1	15	14.8	14.6	14.3	13.9	13.5	13.2	12.8	12.5	13.18	2015	12.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	578	11.47846389	61.34311134	NOR	Norway	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.7	2.6	2.5	2.4	2.4	2.3	2.2	2.1	2	1.9	1.9	1.8	1.7	1.6	1.6	1.5	1.64	2015	1.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	25.7	25.3	25	24.5	24	23.5	23	22.6	22.1	21.7	21.2	20.7	20.2	19.7	19.2	18.8	19.72	2015	18.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	18.5	18.5	18.4	18.2	18.1	18.1	18	17.9	17.9	17.8	17.7	17.6	17.5	17.2	17	16.7	17.2	2015	16.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	585	134.5733878	7.502307591	PLW	Palau	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	14.6	14.1	13.7	13.3	12.8	12.5	12	11.6	11.3	10.9	10.6	10.2	9.9	9.6	9.3	9	9.6	2015	9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	586	68.80479684	29.36491634	PAK	Pakistan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	60.4	59	57.8	56.3	54.8	53.4	52.5	51.8	51.2	50.6	50	49.2	48.4	47.4	46.6	45.5	47.42	2015	45.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	591	-81.26616623	8.450965746	PAN	Panama	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	14.7	14.4	14	13.7	13.3	13	12.6	12.3	12	11.6	11.3	10.9	10.6	10.2	9.9	9.6	10.24	2015	9.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	30.1	29.9	29.8	29.7	29.5	29.2	28.9	28.5	28.1	27.7	27.1	26.5	26	25.4	24.9	24.5	25.46	2015	24.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	17.7	17.2	16.7	16.3	15.8	15.4	14.9	14.4	13.9	13.5	13	12.6	12.2	11.8	11.4	10.9	11.78	2015	10.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	604	-71.82093277	-13.58939705	PER	Peru	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	15.8	15	14.3	13.6	13	12.5	12	11.6	11.1	10.7	10.2	9.8	9.4	8.9	8.6	8.2	8.98	2015	8.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	608	120.8601418	14.16591706	PHL	Philippines	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	16.8	16.7	16.6	16.4	16.2	16	15.7	15.4	15	14.6	14.3	14	13.7	13.3	12.9	12.6	13.3	2015	12.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	616	19.40660158	52.1226733	POL	Poland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	5.8	5.4	5.2	5	4.8	4.6	4.4	4.2	4	3.8	3.6	3.4	3.3	3.2	3.2	3.1	3.24	2015	3.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	620	-7.961599811	39.68509315	PRT	Portugal	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.4	3.2	3	2.8	2.6	2.3	2.2	2.1	2.1	2.1	2.1	2.1	2.1	2.1	2	2	2.06	2015	2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	55.7	54.6	53.6	52.5	51.9	51.1	50.4	49.3	48.2	46.9	45.5	44.2	42.8	41.6	40.6	39.7	41.78	2015	39.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	37.4	35.7	34.1	32.6	31.3	29.9	28.8	27.8	26.9	26.2	25.3	24.7	24	23.4	22.9	22.3	23.46	2015	22.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	634	51.19152467	25.28355379	QAT	Qatar	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	6.5	6.2	6	5.7	5.5	5.2	5	4.9	4.8	4.6	4.5	4.4	4.3	4.1	4	3.8	4.12	2015	3.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	638	55.53171398	-21.13183266	REU	Réunion	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	642	24.98481009	45.83893563	ROU	Romania	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	13.1	13	13	12.8	12.3	11.7	10.9	10	9.2	8.5	7.9	7.4	7.1	6.8	6.5	6.3	6.82	2015	6.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	643	99.01404926	61.61899849	RUS	Russian Federation	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.5	11.9	11.2	10.5	9.7	9	8.3	7.7	7.2	6.7	6.3	6	5.7	5.4	5.2	5	5.46	2015	5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	646	29.92310194	-1.999842114	RWA	Rwanda	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	42.3	40.3	38	35.7	33.4	31.2	29.5	28	26.7	25.5	24.3	22.9	21.6	20.4	19.5	18.7	20.62	2015	18.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	11.6	11.1	10.7	10.3	9.9	9.5	9.1	8.8	8.4	8.1	7.8	7.5	7.2	7	6.8	6.5	7	2015	6.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	660	-63.05651612	18.21525315	AIA	Anguilla	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	11.2	11.3	11.3	11.3	11.2	11.2	11.1	10.9	10.8	10.6	10.5	10.2	10	9.8	9.5	9.3	9.76	2015	9.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	13.5	13.6	13.7	13.8	13.8	13.8	13.7	13.6	13.5	13.3	13.1	12.8	12.5	12.2	11.8	11.5	12.16	2015	11.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	674	12.46329038	43.93841766	SMR	San Marino	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	1.3	1.2	1.2	1.1	1	1	1	1	0.9	0.9	0.8	0.8	0.8	0.7	0.7	0.7	0.74	2015	0.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	24.5	23.9	23.3	22.7	22.2	21.6	21	20.5	20	19.5	19	18.6	18.2	17.8	17.5	17.1	17.84	2015	17.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.4	11.9	11.6	11.2	10.9	10.7	10.5	10.2	9.9	9.6	9.3	9	8.7	8.5	8.2	7.9	8.46	2015	7.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	686	-14.46636926	14.35920905	SEN	Senegal	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	38.9	37.9	36.7	35.4	34	32.5	31	29.6	28.1	26.8	25.5	24.3	23.2	22.2	21.5	20.8	22.4	2015	20.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	688	20.805876	44.03145697	SRB	Serbia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	7.7	7.5	7.1	6.6	6	5.5	5.2	5.1	5	4.9	4.8	4.7	4.5	4.4	4.3	4.2	4.42	2015	4.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	690	55.46561591	-4.678053059	SYC	Seychelles	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	9.2	9.2	9.2	9.2	9.1	9.1	9.1	9	9	9	9	9	9	8.9	8.8	8.6	8.86	2015	8.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	50.1	49.4	48.7	48.2	47.5	46.7	45.7	44.6	43.3	42	40.7	39.4	38.2	37	35.8	34.9	37.06	2015	34.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	702	103.8107883	1.361009155	SGP	Singapore	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	1.6	1.5	1.4	1.3	1.3	1.3	1.2	1.2	1.2	1.2	1.1	1.1	1.1	1.1	1.1	1	1.08	2015	1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	703	19.48495604	48.70741446	SVK	Slovakia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	7.3	6.9	6.6	6.2	5.9	5.6	5.4	5.3	5.2	5.1	5	4.9	4.7	4.6	4.4	4.2	4.56	2015	4.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	704	105.802499	10.09643079	VNM	Viet Nam	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	15.7	14.8	13.9	13.3	12.9	12.6	12.5	12.5	12.7	12.8	12.8	12.7	12.4	12.1	11.7	11.4	12.06	2015	11.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	705	14.82209486	46.11958061	SVN	Slovenia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.3	3.1	3	2.8	2.6	2.5	2.3	2.2	2.1	1.9	1.8	1.7	1.6	1.5	1.5	1.4	1.54	2015	1.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	706	46.20367477	4.406485729	SOM	Somalia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	44.5	44.9	45.2	45.4	45.4	45.3	45.2	44.8	44.3	43.6	43	42.4	41.9	41.2	40.5	39.7	41.14	2015	39.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	710	24.67184355	-29.99957544	ZAF	South Africa	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	16	15.5	15.1	14.6	14.2	13.7	13.2	12.8	12.3	11.9	11.7	11.5	11.3	11.2	11.1	11	11.22	2015	11	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	21	21.4	21.8	22.2	22.6	23.1	23.7	24.3	24.8	25.2	25.3	25.1	24.8	24.4	23.9	23.5	24.34	2015	23.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	724	-3.554078296	40.39211472	ESP	Spain	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	4	4	3.9	3.8	3.7	3.5	3.4	3.2	3.1	3.1	3	3	3	2.9	2.8	2.8	2.9	2015	2.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	728	30.32618773	7.290839152	SSD	South Sudan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	57.5	56	54.4	53	51.6	50.1	48.6	47.3	46	44.8	43.7	42.7	41.8	41	40.1	39.3	40.98	2015	39.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	736	29.95650159	16.02643066	SDN	Sudan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	740	-55.90626394	4.132603197	SUR	Suriname	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	18.6	18	17.3	16.8	16.3	15.9	15.4	14.9	14.4	13.9	13.5	13	12.6	12.2	11.8	11.5	12.22	2015	11.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	21.3	20.6	19.8	19	18.3	17.8	17.4	17.1	16.9	16.8	16.6	16.3	15.7	15.1	14.6	14.2	15.18	2015	14.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	752	14.3775338	60.60103109	SWE	Sweden	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.3	2.3	2.2	2.1	2	1.9	1.8	1.8	1.7	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	2015	1.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	756	8.223158	46.96617097	CHE	Switzerland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.5	3.5	3.4	3.4	3.3	3.3	3.3	3.3	3.2	3.2	3.1	3	3	2.9	2.8	2.7	2.88	2015	2.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.4	12	11.6	11.2	10.7	10.3	9.9	9.5	9.1	8.7	8.4	8.1	7.8	7.6	7.3	7	7.56	2015	7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
