series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	740	-55.90626394	4.132603197	SUR	Suriname	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	752	14.3775338	60.60103109	SWE	Sweden	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99.45	99.99	99.72	2015	99.99	Swedish Post and Telecom Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	756	8.223158	46.96617097	CHE	Switzerland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	98	98	98	2015	98	Office Fédéral de la Communication
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	Syrian Telecommunication Regulatory Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	762	69.294998	38.43069666	TJK	Tajikistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	35	60	47.5	2015	60	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	764	101.0202951	15.13089239	THA	Thailand	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	21	10.5	2015	21	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	768	0.97835765	8.532096072	TGO	Togo	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	776	-175.1959991	-21.19511329	TON	Tonga	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	Ministry of Meteorology, Energy, Information, Disaster Management, Environment and Climate Change, Communication (MEIDECC)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		65	65	2015	65	Telecommunications Authority of Trinidad and Tobago (TATT)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	85	95.29	90.145	2015	95.29	Telecommunications Regulatory Authority (TRA)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	788	9.572737411	34.11439971	TUN	Tunisia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	Instance Nationale des Télécommunications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	792	35.42890329	38.9899684	TUR	Turkey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	10	25	17.5	2015	25	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		95	95	2015	95	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	800	32.39100438	1.279557331	UGA	Uganda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	15	10	12.5	2015	10	Uganda Communications Commission
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	804	31.40270802	49.00735945	UKR	Ukraine	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	45	71.03	58.015	2015	71.03	Agency for Electronic Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	818	29.77468534	26.57438204	EGY	Egypt	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	80	97.8	88.9	2015	97.8	Office of Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	831	-2.200712402	49.71561166	GGY	Guernsey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	832	-2.136773508	49.22353354	JEY	Jersey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	25	13	19	2015	13	Tanzania Communications Regulatory Authority (TCRA)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	840	-99.13830311	39.5277871	USA	United States of America	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	98.5	99.6	99.05	2015	99.6	Federal Communications Commission
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	858	-56.01387025	-32.8002838	URY	Uruguay	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	45	50	47.5	2015	50	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1	10	5.5	2015	10	State Committee for Communications, Informatization and Telecommunication Technologies
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	25	45	35	2015	45	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	882	-172.4430749	-13.61541469	WSM	Samoa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		0	0	2015	0	Office of the Regulator
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	887	45.22389143	15.22242099	YEM	Yemen	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	894	27.850329	-14.59701056	ZMB	Zambia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.46	1.34	0.9	2015	1.34	Zambia Information & Communications Technology Authority (ZICTA)
