series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	PERCENT	28.1	28.1	28.1	28.1	30.6	33.7	36.5	38.1	38.5	38.8	39.5	41	42.6	43.1	42.3	40.5	39	38.2	38	37.4	36.8	35.9	35	34	33.2	34.98	2014	33.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	PERCENT	34.6	33.2	32.6	30.8	27.8	24.7	21.5	20	19.2	19	18.4	17.5	16.3	15	13.4	11.7	10.4	9.7	9.5	9.3	8.9	8.6	8.3	7.9	7.4	8.22	2014	7.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	PERCENT	37.9	41.3	40.6	39.7	36.8	34	31.9	30.6	29.8	29.2	28.7	28.4	27.8	26.7	25.3	24.2	23.2	22.3	21.3	20.5	18.9	17.1	14.5	12.9	11.4	14.96	2014	11.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	PERCENT	12.6	13.2	14.7	15.5	15.8	15.3	14.7	14.4	13.8	13	11.9	11.3	11.3	11.8	12	11.7	11.2	10.7	10.4	10.2	9.9	9.3	8.7	8	7.4	8.66	2014	7.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	PERCENT	8.6	8.6	8.6	8.6	9.2	9.7	10.1	10.1	9.6	9	8.4	7.9	7.2	6.3	5.5	5.1											2005	5.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	PERCENT	23.2	24.4	25	25.5	26.4	27.9	29.4	30	29.1	28.4	28.1	27.2	25.3	22.9	21.9	22.3	23.7	24.8	25.3	25.1	24.8	24.8	25	25.3	25.5	25.08	2014	25.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	PERCENT	24.2	24.8	27.1	29.6	32.1	34.5	35.6	36.3	36.3	36.8	37.1	37.8	37.7	37.7	36.7	35.4	34.2	33.8	34.5	34.7	34.7	33.4	32.7	32.1	32.1	33	2014	32.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	PERCENT	26	24.5	23.2	21.9	21.1	20.9	21.9	23.5	25.3	26.6	27.6	28	27.6	26.8	25.9	25.5	24.8	24.2	23.3	22.5	21.7	21.2	20.8	20.7	20.7	21.02	2014	20.7	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	PERCENT	8.6	6.4	5.8	5.1	5	5.3	5.2																				1996	5.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	PERCENT							5.9	7.3	9.1	11.5	14.4	16.8	17.7	16.7	14.7	12.4	10.5	9.4	8.9	8.5	7.7	6.6	5.5			6.6	2012	5.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	PERCENT	14.1	13.2	13.2	13.9	14.8	16	17.2	18.5	18.1	16.6	15.3	15.1	15.3	13.8	11.7	9	6.8										2006	6.8	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	PERCENT	10.7	12	13.9	15.3	15.2	13.8	12.1	10.4	8.4	6.6	5.2																2000	5.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	PERCENT	28.9	28.6	27.9	28.3	29.3	30.3	30.8	30.7	30.1	29.6	29.4	30	30.5	30.9	30.6	29.7	28.5	27.7	27.3	27	26.3	25.8	25.7	25.9	26.1	25.96	2014	26.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	PERCENT	33.8	34.9	35.2	35.3	34.3	34.2	35.6	38.1	40.7	42.9	45.4	47.1	48.2	48.5	49.4	50.7	52.5	53.5	53.1	51.7	50.3	49.4	48.8	48.4	47.8	48.94	2014	47.8	FAO. Statistics Division	E
