geoAreaCode	years	Age	Freq	Sex	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
268	2015	15+	ANNUAL	MALE	PERCENT	2	43.3713615	42.04813028	82	GEO	Georgia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	55.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
268	2015	15+	ANNUAL	FEMALE	PERCENT	3	43.3713615	42.04813028	82	GEO	Georgia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	5.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
270	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-15.39944785	13.45295927	88	GMB	Gambia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	15.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
270	2015	15+	ANNUAL	MALE	PERCENT	2	-15.39944785	13.45295927	88	GMB	Gambia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	31.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
270	2015	15+	ANNUAL	FEMALE	PERCENT	3	-15.39944785	13.45295927	88	GMB	Gambia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
275	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	35.25694122	31.94347933	189	PSE	State of Palestine							
275	2015	15+	ANNUAL	MALE	PERCENT	2	35.25694122	31.94347933	189	PSE	State of Palestine							
275	2015	15+	ANNUAL	FEMALE	PERCENT	3	35.25694122	31.94347933	189	PSE	State of Palestine							
276	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	10.3806066	51.08862743	61	DEU	Germany	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	30.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
276	2015	15+	ANNUAL	MALE	PERCENT	2	10.3806066	51.08862743	61	DEU	Germany	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	33.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
276	2015	15+	ANNUAL	FEMALE	PERCENT	3	10.3806066	51.08862743	61	DEU	Germany	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	28.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
288	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-1.205623522	7.964825185	84	GHA	Ghana	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	4.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
288	2015	15+	ANNUAL	MALE	PERCENT	2	-1.205623522	7.964825185	84	GHA	Ghana	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	7.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
288	2015	15+	ANNUAL	FEMALE	PERCENT	3	-1.205623522	7.964825185	84	GHA	Ghana	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
292	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-5.347561686	36.13895036	85	GIB	Gibraltar							
292	2015	15+	ANNUAL	MALE	PERCENT	2	-5.347561686	36.13895036	85	GIB	Gibraltar							
292	2015	15+	ANNUAL	FEMALE	PERCENT	3	-5.347561686	36.13895036	85	GIB	Gibraltar							
296	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-157.5643005	1.768837732	122	KIR	Kiribati	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	48.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
296	2015	15+	ANNUAL	MALE	PERCENT	2	-157.5643005	1.768837732	122	KIR	Kiribati	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	60.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
296	2015	15+	ANNUAL	FEMALE	PERCENT	3	-157.5643005	1.768837732	122	KIR	Kiribati	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	37.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
300	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	22.58307827	39.47301873	91	GRC	Greece	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	43.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
300	2015	15+	ANNUAL	MALE	PERCENT	2	22.58307827	39.47301873	91	GRC	Greece	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	52.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
300	2015	15+	ANNUAL	FEMALE	PERCENT	3	22.58307827	39.47301873	91	GRC	Greece	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
304	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-41.39371316	74.75625681	93	GRL	Greenland							
304	2015	15+	ANNUAL	MALE	PERCENT	2	-41.39371316	74.75625681	93	GRL	Greenland							
304	2015	15+	ANNUAL	FEMALE	PERCENT	3	-41.39371316	74.75625681	93	GRL	Greenland							
308	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-61.68248568	12.11238395	92	GRD	Grenada							
308	2015	15+	ANNUAL	MALE	PERCENT	2	-61.68248568	12.11238395	92	GRD	Grenada							
308	2015	15+	ANNUAL	FEMALE	PERCENT	3	-61.68248568	12.11238395	92	GRD	Grenada							
312	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-61.64762115	16.14416917	87	GLP	Guadeloupe							
312	2015	15+	ANNUAL	MALE	PERCENT	2	-61.64762115	16.14416917	87	GLP	Guadeloupe							
312	2015	15+	ANNUAL	FEMALE	PERCENT	3	-61.64762115	16.14416917	87	GLP	Guadeloupe							
316	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	144.7029305	13.35485404	96	GUM	Guam							
316	2015	15+	ANNUAL	MALE	PERCENT	2	144.7029305	13.35485404	96	GUM	Guam							
316	2015	15+	ANNUAL	FEMALE	PERCENT	3	144.7029305	13.35485404	96	GUM	Guam							
320	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-91.2312746	15.00273719	94	GTM	Guatemala							
320	2015	15+	ANNUAL	MALE	PERCENT	2	-91.2312746	15.00273719	94	GTM	Guatemala							
320	2015	15+	ANNUAL	FEMALE	PERCENT	3	-91.2312746	15.00273719	94	GTM	Guatemala							
324	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-11.28173419	11.00210343	86	GIN	Guinea							
324	2015	15+	ANNUAL	MALE	PERCENT	2	-11.28173419	11.00210343	86	GIN	Guinea							
324	2015	15+	ANNUAL	FEMALE	PERCENT	3	-11.28173419	11.00210343	86	GIN	Guinea							
328	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-58.97322037	4.788012784	97	GUY	Guyana							
328	2015	15+	ANNUAL	MALE	PERCENT	2	-58.97322037	4.788012784	97	GUY	Guyana							
328	2015	15+	ANNUAL	FEMALE	PERCENT	3	-58.97322037	4.788012784	97	GUY	Guyana							
332	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-72.33640958	18.40426539	102	HTI	Haiti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	12.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
332	2015	15+	ANNUAL	MALE	PERCENT	2	-72.33640958	18.40426539	102	HTI	Haiti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	22.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
332	2015	15+	ANNUAL	FEMALE	PERCENT	3	-72.33640958	18.40426539	102	HTI	Haiti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	3.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
334	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands							
334	2015	15+	ANNUAL	MALE	PERCENT	2	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands							
334	2015	15+	ANNUAL	FEMALE	PERCENT	3	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands							
336	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	12.45315803	41.90343751	250	VAT	Holy See							
336	2015	15+	ANNUAL	MALE	PERCENT	2	12.45315803	41.90343751	250	VAT	Holy See							
336	2015	15+	ANNUAL	FEMALE	PERCENT	3	12.45315803	41.90343751	250	VAT	Holy See							
340	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-86.59974381	14.82243161	100	HND	Honduras							
340	2015	15+	ANNUAL	MALE	PERCENT	2	-86.59974381	14.82243161	100	HND	Honduras							
340	2015	15+	ANNUAL	FEMALE	PERCENT	3	-86.59974381	14.82243161	100	HND	Honduras	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
344	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region							
344	2015	15+	ANNUAL	MALE	PERCENT	2	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region							
344	2015	15+	ANNUAL	FEMALE	PERCENT	3	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region							
348	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	19.41221519	47.1651448	103	HUN	Hungary	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	31.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
348	2015	15+	ANNUAL	MALE	PERCENT	2	19.41221519	47.1651448	103	HUN	Hungary	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
348	2015	15+	ANNUAL	FEMALE	PERCENT	3	19.41221519	47.1651448	103	HUN	Hungary	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	27.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
352	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-19.02116966	64.79134763	111	ISL	Iceland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	15.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
352	2015	15+	ANNUAL	MALE	PERCENT	2	-19.02116966	64.79134763	111	ISL	Iceland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	15.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
352	2015	15+	ANNUAL	FEMALE	PERCENT	3	-19.02116966	64.79134763	111	ISL	Iceland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	14.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
356	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	79.3608464	22.34642074	106	IND	India	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	11.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
356	2015	15+	ANNUAL	MALE	PERCENT	2	79.3608464	22.34642074	106	IND	India	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	21.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
356	2015	15+	ANNUAL	FEMALE	PERCENT	3	79.3608464	22.34642074	106	IND	India	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
360	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	113.9174	-0.994582204	104	IDN	Indonesia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	39.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
360	2015	15+	ANNUAL	MALE	PERCENT	2	113.9174	-0.994582204	104	IDN	Indonesia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	75.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
360	2015	15+	ANNUAL	FEMALE	PERCENT	3	113.9174	-0.994582204	104	IDN	Indonesia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
364	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	11.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
364	2015	15+	ANNUAL	MALE	PERCENT	2	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	21.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
364	2015	15+	ANNUAL	FEMALE	PERCENT	3	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
368	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	43.76606267	33.05013795	110	IRQ	Iraq							
368	2015	15+	ANNUAL	MALE	PERCENT	2	43.76606267	33.05013795	110	IRQ	Iraq							
368	2015	15+	ANNUAL	FEMALE	PERCENT	3	43.76606267	33.05013795	110	IRQ	Iraq							
372	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-7.121425272	53.25274054	108	IRL	Ireland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	25.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
372	2015	15+	ANNUAL	MALE	PERCENT	2	-7.121425272	53.25274054	108	IRL	Ireland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	26.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
372	2015	15+	ANNUAL	FEMALE	PERCENT	3	-7.121425272	53.25274054	108	IRL	Ireland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	23.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
376	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	34.62277992	31.06164552	112	ISR	Israel	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	25.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
376	2015	15+	ANNUAL	MALE	PERCENT	2	34.62277992	31.06164552	112	ISR	Israel	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
376	2015	15+	ANNUAL	FEMALE	PERCENT	3	34.62277992	31.06164552	112	ISR	Israel	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	15.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
380	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	12.57022427	42.79917282	113	ITA	Italy	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	23.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
380	2015	15+	ANNUAL	MALE	PERCENT	2	12.57022427	42.79917282	113	ITA	Italy	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	28.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
380	2015	15+	ANNUAL	FEMALE	PERCENT	3	12.57022427	42.79917282	113	ITA	Italy	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
384	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire							
384	2015	15+	ANNUAL	MALE	PERCENT	2	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire							
384	2015	15+	ANNUAL	FEMALE	PERCENT	3	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire							
388	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-77.31068409	18.15616857	114	JAM	Jamaica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	16.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
388	2015	15+	ANNUAL	MALE	PERCENT	2	-77.31068409	18.15616857	114	JAM	Jamaica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	28.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
388	2015	15+	ANNUAL	FEMALE	PERCENT	3	-77.31068409	18.15616857	114	JAM	Jamaica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	5.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
392	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	139.2716103	36.6554539	117	JPN	Japan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	22.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
392	2015	15+	ANNUAL	MALE	PERCENT	2	139.2716103	36.6554539	117	JPN	Japan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	34.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
392	2015	15+	ANNUAL	FEMALE	PERCENT	3	139.2716103	36.6554539	117	JPN	Japan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	11.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
398	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	66.65359159	48.01963494	118	KAZ	Kazakhstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	24.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
398	2015	15+	ANNUAL	MALE	PERCENT	2	66.65359159	48.01963494	118	KAZ	Kazakhstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	43.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
398	2015	15+	ANNUAL	FEMALE	PERCENT	3	66.65359159	48.01963494	118	KAZ	Kazakhstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	7.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
400	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	37.13024774	30.65365973	116	JOR	Jordan							
400	2015	15+	ANNUAL	MALE	PERCENT	2	37.13024774	30.65365973	116	JOR	Jordan							
400	2015	15+	ANNUAL	FEMALE	PERCENT	3	37.13024774	30.65365973	116	JOR	Jordan							
404	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	37.86096816	0.534797278	119	KEN	Kenya	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	11.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
404	2015	15+	ANNUAL	MALE	PERCENT	2	37.86096816	0.534797278	119	KEN	Kenya	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	20.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
404	2015	15+	ANNUAL	FEMALE	PERCENT	3	37.86096816	0.534797278	119	KEN	Kenya	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	1.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
408	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea							
408	2015	15+	ANNUAL	MALE	PERCENT	2	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea							
408	2015	15+	ANNUAL	FEMALE	PERCENT	3	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea							
410	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	127.8610254	36.45201023	124	KOR	Republic of Korea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	23.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
410	2015	15+	ANNUAL	MALE	PERCENT	2	127.8610254	36.45201023	124	KOR	Republic of Korea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	42.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
410	2015	15+	ANNUAL	FEMALE	PERCENT	3	127.8610254	36.45201023	124	KOR	Republic of Korea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	6.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
414	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	47.49305029	29.53949468	125	KWT	Kuwait	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	22.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
414	2015	15+	ANNUAL	MALE	PERCENT	2	47.49305029	29.53949468	125	KWT	Kuwait	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	37.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
414	2015	15+	ANNUAL	FEMALE	PERCENT	3	47.49305029	29.53949468	125	KWT	Kuwait	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
417	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	26.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
417	2015	15+	ANNUAL	MALE	PERCENT	2	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	50.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
417	2015	15+	ANNUAL	FEMALE	PERCENT	3	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	3.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
418	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	29.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
418	2015	15+	ANNUAL	MALE	PERCENT	2	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	52.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
418	2015	15+	ANNUAL	FEMALE	PERCENT	3	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	7.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
422	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	35.89391711	33.92152458	127	LBN	Lebanon	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	34.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
422	2015	15+	ANNUAL	MALE	PERCENT	2	35.89391711	33.92152458	127	LBN	Lebanon	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	40.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
