series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	440	23.90517807	55.33680309	LTU	Lithuania	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	442	6.092656563	49.77679538	LUX	Luxembourg	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	442	6.092656563	49.77679538	LUX	Luxembourg	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	ALLAREA	PERCENT	13.451881	14.8	13.885913	14.09596	20.3	14.521613	14.745016	14.979727	15.224936	17.4	15.739855	14.3	16.275772	12.9	16.818981	15.2069216	2014	16.818981		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	450	46.6982339	-19.38514785	MDG	Madagascar	2	ANNUAL	RURAL	PERCENT	5.275769	5.9	5.900462	6.212525	10.8	6.866416	7.220377	7.598806	7.999606	8.2	8.853405	9.4	9.751945	8.1	10.666022	9.3542744	2014	10.666022		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	450	46.6982339	-19.38514785	MDG	Madagascar	3	ANNUAL	URBAN	PERCENT	35.422565	42.08487	34.767361	34.432151	52.7	33.434047	32.792643	32.16666	31.557905	68.6	30.421414	61.5	29.404394	60.7	28.517243	42.1086102	2014	28.517243		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	ALLAREA	PERCENT	4.8	5.716147	5.993084	6.2	6.9	6.819417	7.106364	7.404619	7.713373	8.030876	8.7	7.6	7.4	9	11.9	8.92	2014	11.9		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	454	33.4884625	-13.40819859	MWI	Malawi	2	ANNUAL	RURAL	PERCENT	1	1.884302	1.955153	2.271704	2.2	2.202972	2.317555	2.456606	2.618027	2.798091	3.5	2.9	2.3	3.4	4.7	3.36	2014	4.7		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	454	33.4884625	-13.40819859	MWI	Malawi	3	ANNUAL	URBAN	PERCENT	28.7	27.95483	29.264301	37.14606	30.2	32.868871	33.939381	34.934533	35.86444	36.717751	34.7	32.6	37.1	36.6	46.1	37.42	2014	46.1		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	ALLAREA	PERCENT	96.686523	96.941261	97.188751	97.432899	97.677597	97.926743	98.192108	98.460724	98.738907	99.3	99.315887	99.589005	99.8	99.935692	100	99.7281168	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	458	116.8346314	5.452415309	MYS	Malaysia	2	ANNUAL	RURAL	PERCENT	93.630714	94.040756	94.446564	94.85421	95.269753	95.699265	96.148804	96.62281	97.119194	98	98.172546	98.705269	99.3	99.644318	100	99.1644266	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	458	116.8346314	5.452415309	MYS	Malaysia	3	ANNUAL	URBAN	PERCENT										99.9	99.784884	99.937214	99.9	100	100	99.9244196	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	ALLAREA	PERCENT	83.8	86.480965	87.663788	88.843269	90.0233	91.207779	92.40062	93.604759	94.819397	99.9	97.273178	98.383896	99.254272	99.762459	100	98.934761	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	462	73.09672546	-0.614385021	MDV	Maldives	2	ANNUAL	RURAL	PERCENT	98.10601	98.190948	98.271667	98.354225	98.444656	98.548752	98.671272	98.814796	98.97908	99.8	99.359138	99.56398	99.754921	99.90097	100	99.7158018	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	462	73.09672546	-0.614385021	MDV	Maldives	3	ANNUAL	URBAN	PERCENT		57.614273	62.961606	67.921089	72.524867	76.797821	80.772475	84.46321	87.902258	99.9	94.142141	96.696837	98.571442	99.581937	100	97.7984714	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	ALLAREA	PERCENT	10.365539	10.8	12.736784	13.915439	15.094646	16.278307	16.6	18.673635	19.887453	21.11002	22.339586	23.574402	25.6	26.052784	27.29314	24.9719824	2014	27.29314		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	466	-3.522016039	17.35311254	MLI	Mali	2	ANNUAL	RURAL	PERCENT	1.922108	2.2	3.192347	3.827183	4.469918	5.12662	3.2	6.504556	7.228129	7.970345	8.727474	9.495789	11.9	11.051062	11.831183	10.6011016	2014	11.831183		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	466	-3.522016039	17.35311254	MLI	Mali	3	ANNUAL	URBAN	PERCENT	31.698634	37	35.214216	36.852542	38.41474	39.91042	47.4	42.709124	44.025283	45.298966	46.5431	47.764329	76	50.155727	51.332387	54.3591086	2014	51.332387		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	470	14.44617519	35.89194275	MLT	Malta	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	470	14.44617519	35.89194275	MLT	Malta	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	474	-60.91544135	14.56086108	MTQ	Martinique	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	474	-60.91544135	14.56086108	MTQ	Martinique	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	ALLAREA	PERCENT	17.262058	22.2	20.133266	21.561903	22.991093	18.2	25.866726	27.320026	30	30.256374	31.735922	33.220718	34.709015	36.199062	38.8	34.9329434	2014	38.8		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	478	-10.33187259	20.26089546	MRT	Mauritania	2	ANNUAL	RURAL	PERCENT	2.244227	2.5	2.217436	2.203756	2.197976	1.6	2.234382	2.287069	2.362127	2.455827	2.564441	2.684241	2.811498	2.942483	2.3	2.6605326	2014	2.3		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	478	-10.33187259	20.26089546	MRT	Mauritania	3	ANNUAL	URBAN	PERCENT		49.7	37.462629	39.712286	41.898436	41.6	46.106838	48.141704	52.337479	52.099665	54.029607	55.931906	57.807213	59.659481	76.9	60.8656414	2014	76.9		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	ALLAREA	PERCENT	99	99.128075	99.4	99.073303	99.0448	99.020744	99.005043	99.000648	99.00676	99.021614	99.043465	99.4	99.101173	99.13353	99.166176	99.1688688	2014	99.166176		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	480	57.568022	-20.28581998	MUS	Mauritius	2	ANNUAL	RURAL	PERCENT	99.636635	98.920578	98.9	96.199669	94.531891	92.878082	91.244301	89.634995	88.04805	86.479759	84.926376	83.384178	81.849434	80.318428	78.788033	81.8532898	2014	78.788033		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	480	57.568022	-20.28581998	MUS	Mauritius	3	ANNUAL	URBAN	PERCENT	100	99.409266	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	ALLAREA	PERCENT	98.007132	97.208504	97.897085	97.641632	98.597701	98.932728	99.11416	98.552437	98.914037	99.058876	99.236696	99.573318	99.111637	99.921448	99.172928	99.4032054	2014	99.172928		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	484	-102.5148166	23.93378032	MEX	Mexico	2	ANNUAL	RURAL	PERCENT	93.055972	89.92807	92.459229	91.609215	95.868543	96.564457	97.044254	95.11319	95.935502	96.992279	97.518062	98.822815	97.194036	99.848915	97.52599	98.1819636	2014	97.52599		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	484	-102.5148166	23.93378032	MEX	Mexico	3	ANNUAL	URBAN	PERCENT	99.430718	99.629494	99.526178	99.579957	99.390082	99.605581	99.705865	99.584215	99.725953	99.657927	99.703549	99.783546	99.650006	99.941089	99.63725	99.743088	2014	99.63725		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	492	7.424214814	43.73532918	MCO	Monaco	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	492	7.424214814	43.73532918	MCO	Monaco	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	ALLAREA	PERCENT	67.3	74.035355	74.893814	76.3	76.604599	86.2	78.333191	79.212967	80.103249	81.002274	81.908302	82.81958	83.734352	81.2	85.567696	83.045986	2014	85.567696		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	496	103.0728057	46.83892054	MNG	Mongolia	2	ANNUAL	RURAL	PERCENT	81.015457	78.789978	76.560265	77.5	72.112404	67.1	67.720406	65.558891	63.41975	61.299252	59.193665	57.099262	55.012321	52	50.846512	54.830352	2014	50.846512		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	496	103.0728057	46.83892054	MNG	Mongolia	3	ANNUAL	URBAN	PERCENT		70.623611	73.750251	99.5	79.423562	97.9	84.424245	86.707015	88.859284	90.892256	92.81161	94.626356	96.355646	97.8	99.597164	96.2381552	2014	99.597164		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	ALLAREA	PERCENT	98.348694	98.506012	99	98.802872	99.1	98.6	99.260712	99.429008	99.604019	99.770149	99.898445	99.969856	99.995079	99.999733	100	99.9726226	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	ANNUAL	RURAL	PERCENT	95.476357	95.974541	96.468498	96.964279	97.467972	98	98.536316	99.062347	99.512604	99.813843	99.954773	99.994843	100	100	100	99.9899232	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	99.4	100	99.875163	99.715699	99.716608	99.829282	99.939143	99.98903	99.999405	100	99.951372	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	499	19.25214024	42.78717043	MNE	Montenegro	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	499	19.25214024	42.78717043	MNE	Montenegro	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	500	-62.19261223	16.73558313	MSR	Montserrat	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	500	-62.19261223	16.73558313	MSR	Montserrat	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	ALLAREA	PERCENT	66.591003	68.492874	70.387505	72.278786	78.2	76.066902	77.971542	79.887489	81.813934	83.74913	85.691322	87.638763	89.589706	91.542397	91.6	89.2124376	2014	91.6		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	504	-6.281942841	31.8440131	MAR	Morocco	2	ANNUAL	RURAL	PERCENT	40.06955	43.105679	46.137573	49.171303	51.3	55.26852	58.344147	61.444244	64.566704	67.707817	70.863838	74.031044	77.205704	80.384102	84.6	77.4169376	2014	84.6		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	504	-6.281942841	31.8440131	MAR	Morocco	3	ANNUAL	URBAN	PERCENT	89.795723	90.415127	91.05317	91.713201	94.6	92.997327	93.61984	94.288873	95.003888	95.764334	96.568512	97.415622	98.303891	99.232573	95.2	97.3441196	2014	95.2		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	ALLAREA	PERCENT	6.953141	5.7	8.944279	8.1	10.922032	11.915638	12.917594	13.930858	14.954621	15	17.026646	20.2	19.119669	20.16968	21.219984	19.5471958	2014	21.219984		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	508	38.18479941	-14.27963886	MOZ	Mozambique	2	ANNUAL	RURAL	PERCENT	1.382652	0.4	1.892464	1.1	2.409609	2.686097	2.982619	3.303607	3.646967	3.8	4.385885	5.4	5.169546	5.568833	5.968742	5.2986012	2014	5.968742		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	508	38.18479941	-14.27963886	MOZ	Mozambique	3	ANNUAL	URBAN	PERCENT	20.526541	20.1	25.831814	25	30.957543	33.452256	35.899507	38.303116	40.662989	43.1	45.22181	54.5	49.57265	51.673374	53.727374	50.9390416	2014	53.727374		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	ALLAREA	PERCENT								100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	512	57.87743482	21.98805614	OMN	Oman	2	ANNUAL	RURAL	PERCENT								100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	512	57.87743482	21.98805614	OMN	Oman	3	ANNUAL	URBAN	PERCENT								100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	ALLAREA	PERCENT	36.5	36.612755	37.580345	38.54459	39.509388	40.478638	41.456238	43.7	43.444553	44.452713	45.467869	46.488274	47.51218	47.4	49.563782	47.286421	2014	49.563782		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	516	17.21907885	-22.13817068	NAM	Namibia	2	ANNUAL	RURAL	PERCENT	13.2	11.715	12.371695	13.030223	13.696651	14.377045	15.077472	14.6	16.549631	17.315538	18.096361	18.888367	19.687832	20.5	21.29484	19.69348	2014	21.29484		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	516	17.21907885	-22.13817068	NAM	Namibia	3	ANNUAL	URBAN	PERCENT	73.2	87.39667	87.028546	86.53954	86.070168	85.63059	85.21515	77.6	84.47124	84.154259	83.867992	83.620688	83.408668	72.2	83.1823	81.2559296	2014	83.1823		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	ALLAREA	PERCENT	99.872475	99.807938	99.736145	99.661011	99.586411	99.516083	99.453178	99.8	99.35556	99.320114	99.291649	99	99.248787	99.231163	99.214394	99.1971986	2014	99.214394		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	520	166.92313	-0.528742623	NRU	Nauru	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	520	166.92313	-0.528742623	NRU	Nauru	3	ANNUAL	URBAN	PERCENT												99				99	2011	99		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	ALLAREA	PERCENT	27.235401	24.6	35.262611	39.269249	37.2	47.288082	51.2	55.339378	59.381176	63.431728	67.489273	76.3	75.61837	79.686424	84.9	76.7988134	2014	84.9		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	524	83.94678863	28.25866332	NPL	Nepal	2	ANNUAL	RURAL	PERCENT	19.962675	17.4	28.304451	32.475056	27.3	40.846027	43.2	49.295502	53.554844	57.832829	62.125725	72.9	70.741348	75.056618	81.7	72.5047382	2014	81.7		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	524	83.94678863	28.25866332	NPL	Nepal	3	ANNUAL	URBAN	PERCENT	74.111478	85.7	77.089145	79.12565	87.4	83.275416	90.1	87.494695	89.631204	91.800553	94.009851	97	98.58141	100	97.7	97.4582522	2014	97.7		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	528	5.331480568	51.86728884	NLD	Netherlands	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	528	5.331480568	51.86728884	NLD	Netherlands	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	531	-68.95033464	12.15058042	CUW	Curaçao	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	531	-68.95033464	12.15058042	CUW	Curaçao	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	ALLAREA	PERCENT	91.660398	91.733109	91.914864	92.093277	92.272247	92.455666	92.64743	92.85051	93.064087	93.286415	93.356292	93.750313	93.988388	94.22821	94.468323	93.9583052	2014	94.468323		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	533	-69.97050586	12.50878756	ABW	Aruba	2	ANNUAL	RURAL	PERCENT	99.994255	99.977753	99.945419	99.90239	99.861374	99.835419	99.833221	99.833221	99.856476	99.898018	99.943275	99.97728	99.994278	99.999329	100	99.9828324	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	533	-69.97050586	12.50878756	ABW	Aruba	3	ANNUAL	URBAN	PERCENT	100	82.18567	82.477016	82.779527	83.086161	83.390319	83.689208	84.016367	84.342868	84.671333	84.645821	85.393659	85.817481	86.277674	86.759788	85.7788846	2014	86.759788		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	540	165.5067368	-21.41742531	NCL	New Caledonia	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	540	165.5067368	-21.41742531	NCL	New Caledonia	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	ALLAREA	PERCENT	22.215916	23.071299	23.919437	24.764231	25.609577	26.459375	26.44	28.186979	29.066936	33.291115	30.851345	31.7523	32.656754	31.7	34.469456	32.285971	2014	34.469456		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	548	167.0679779	-15.34445547	VUT	Vanuatu	2	ANNUAL	RURAL	PERCENT	15.027424	14.708091	14.384523	14.062789	13.748954	13.449086	10.44	12.913882	12.680885	17.373557	12.267091	12.078835	11.898038	8.5	11.54452	11.2576968	2014	11.54452		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	548	167.0679779	-15.34445547	VUT	Vanuatu	3	ANNUAL	URBAN	PERCENT	48.195069	52.80442	57.267316	61.580887	65.748934	69.772577	82.78	77.39267	80.998291	82.345339	87.846065	91.107267	94.274549	86.2	100	91.8855762	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	554	170.4755673	-43.98721568	NZL	New Zealand	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	554	170.4755673	-43.98721568	NZL	New Zealand	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	ALLAREA	PERCENT	72.802811	72.22158	73.833214	74.341446	74.850227	73.821815	75.885056	76.417946	76.961342	77.916313	78.072632	78.637024	79.204918	79.774559	81.853073	79.5084412	2014	81.853073		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	558	-85.03060315	12.84210839	NIC	Nicaragua	2	ANNUAL	RURAL	PERCENT	43.213238	41.209827	44.480957	45.114536	45.756012	43.590788	47.086929	47.786873	48.509186	47.234364	50.006016	50.773071	51.547585	52.325825	57.14328	52.3591554	2014	57.14328		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	558	-85.03060315	12.84210839	NIC	Nicaragua	3	ANNUAL	URBAN	PERCENT	97.270958	91.886024	97.639922	97.818364	97.994483	95.431992	98.346483	98.517911	98.688471	97.937148	99.026387	99.195065	99.363728	99.532403	98.406807	99.104878	2014	98.406807		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	ALLAREA	PERCENT	7.969779	8.402758	8.828491	9.250879	9.67382	7.1	9.3	10.984008	11.441558	11.907858	12.381158	14.3	14.4	13.825554	14.309645	13.8432714	2014	14.309645		M
