series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	462	73.09672546	-0.614385021	MDV	Maldives	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1040	908	760	628	537	488	413	390	341	282	221	198	193	177	148	132	114	122	127	130	121	117	111	107	107	108	110	2015	108	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	462	73.09672546	-0.614385021	MDV	Maldives	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	411	369	316	271	240	226	196	190	172	147	120	111	110	102	86	77	66	71	72	71	63	58	54	49	47	45	50.6	2015	45	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	462	73.09672546	-0.614385021	MDV	Maldives	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	677	594	505	425	370	340	289	276	244	206	163	149	146	136	114	101	87	93	96	96	87	82	76	70	69	68	73	2015	68	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	466	-3.522016039	17.35311254	MLI	Mali	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1260	1220	1210	1170	1140	1100	1080	1050	1020	1010	997	968	935	904	884	864	857	848	836	820	807	803	821	833	827	823	821.4	2015	823	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	466	-3.522016039	17.35311254	MLI	Mali	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	802	802	801	786	766	747	734	712	698	687	682	662	643	626	612	595	587	574	553	532	512	497	492	479	464	448	476	2015	448	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	466	-3.522016039	17.35311254	MLI	Mali	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	1010	993	985	967	940	911	892	865	851	841	834	805	777	754	735	714	707	697	674	652	630	617	617	610	601	587	606.4	2015	587	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	470	14.44617519	35.89194275	MLT	Malta	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	17	17	19	18	17	18	19	20	21	21	20	19	19	19	18	18	18	17	17	16	17	17	18	15	15	15	16	2015	15	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	470	14.44617519	35.89194275	MLT	Malta	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	10	10	12	11	10	11	11	12	12	12	11	11	11	10	10	9	9	8	8	8	8	8	8	6	6	6	6.8	2015	6	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	470	14.44617519	35.89194275	MLT	Malta	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	13	14	15	14	13	14	15	15	16	16	15	14	14	14	13	13	12	12	11	11	11	11	11	9	9	9	9.8	2015	9	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	474	-60.91544135	14.56086108	MTQ	Martinique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	474	-60.91544135	14.56086108	MTQ	Martinique	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	474	-60.91544135	14.56086108	MTQ	Martinique	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	478	-10.33187259	20.26089546	MRT	Mauritania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1230	1200	1180	1160	1140	1120	1110	1100	1090	1100	1100	1100	1090	1080	1060	1050	1060	1070	1080	1080	1080	1060	1060	1030	1010	984	1028.8	2015	984	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	478	-10.33187259	20.26089546	MRT	Mauritania	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	566	564	572	582	585	590	595	594	598	600	596	588	584	578	562	551	541	538	530	523	505	489	468	445	423	399	444.8	2015	399	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	478	-10.33187259	20.26089546	MRT	Mauritania	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	859	848	843	837	827	824	824	819	820	821	813	805	796	781	764	750	745	744	739	734	723	704	682	655	629	602	654.4	2015	602	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	480	57.568022	-20.28581998	MUS	Mauritius	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	95	90	97	87	81	71	60	61	57	52	49	45	44	48	46	48	51	55	55	62	73	65	69	71	74	77	71.2	2015	77	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	480	57.568022	-20.28581998	MUS	Mauritius	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	68	65	69	62	57	50	42	43	39	35	33	29	29	31	30	32	34	37	37	42	48	41	42	41	40	38	40.4	2015	38	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	480	57.568022	-20.28581998	MUS	Mauritius	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	81	76	82	74	68	60	50	52	48	43	40	36	35	38	37	39	42	45	46	52	59	51	54	54	54	53	53.2	2015	53	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	484	-102.5148166	23.93378032	MEX	Mexico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	92	89	89	89	87	87	84	83	85	83	78	70	63	58	55	55	52	51	51	54	47	44	43	43	42	42	42.8	2015	42	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	484	-102.5148166	23.93378032	MEX	Mexico	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	88	86	85	85	84	83	81	80	82	80	75	67	60	56	53	52	49	49	49	52	44	41	41	40	37	34	38.6	2015	34	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	484	-102.5148166	23.93378032	MEX	Mexico	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	90	87	87	87	86	85	82	82	83	82	77	69	61	57	54	54	51	50	50	53	45	42	42	41	39	38	40.4	2015	38	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	492	7.424214814	43.73532918	MCO	Monaco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	492	7.424214814	43.73532918	MCO	Monaco	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	492	7.424214814	43.73532918	MCO	Monaco	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	496	103.0728057	46.83892054	MNG	Mongolia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	239	241	244	246	244	239	230	221	212	200	186	169	151	135	121	109	100	92	85	79	73	68	63	59	57	55	60.4	2015	55	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	496	103.0728057	46.83892054	MNG	Mongolia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	144	156	166	174	178	177	173	167	160	152	140	128	114	102	91	83	75	69	64	59	54	50	45	41	38	35	41.8	2015	35	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	496	103.0728057	46.83892054	MNG	Mongolia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	186	193	201	207	208	205	199	192	184	174	161	147	132	117	105	95	86	80	74	68	63	58	53	49	46	44	50	2015	44	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	58	68	62	62	71	73	69	66	60	58	56	50	49	47	42	45	41	41	40	38	39	30	31	29	29	28	29.4	2015	28	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	45	54	49	50	57	59	54	51	46	45	43	38	37	35	32	34	31	31	30	29	29	22	22	20	19	19	20.4	2015	19	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	51	60	55	55	63	66	61	58	53	52	49	45	43	41	37	39	36	36	35	33	34	25	26	24	24	23	24.4	2015	23	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	499	19.25214024	42.78717043	MNE	Montenegro	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	16	17	17	19	18	18	18	19	19	18	17	16	17	16	16	15	13	12	13	13	13	12	13	13	13	12	12.6	2015	12	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	499	19.25214024	42.78717043	MNE	Montenegro	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	6	7	7	8	7	7	7	8	8	7	7	7	7	7	6	6	5	5	5	4	4	4	4	4	4	4	4	2015	4	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	499	19.25214024	42.78717043	MNE	Montenegro	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	10	11	11	12	12	12	12	12	13	12	11	11	11	11	10	9	8	8	8	8	8	7	8	7	7	7	7.2	2015	7	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	500	-62.19261223	16.73558313	MSR	Montserrat	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	500	-62.19261223	16.73558313	MSR	Montserrat	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	500	-62.19261223	16.73558313	MSR	Montserrat	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	504	-6.281942841	31.8440131	MAR	Morocco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	387	365	345	331	319	309	301	297	291	286	279	273	263	253	244	234	222	207	190	173	162	156	151	148	144	142	148.2	2015	142	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	504	-6.281942841	31.8440131	MAR	Morocco	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	241	233	224	218	214	208	204	200	195	191	186	182	178	174	171	169	166	163	160	155	144	129	117	108	100	93	109.4	2015	93	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	504	-6.281942841	31.8440131	MAR	Morocco	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	317	300	285	273	264	257	249	242	235	228	221	214	207	201	196	190	185	179	172	164	153	144	137	131	126	121	131.8	2015	121	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1880	1800	1720	1680	1600	1520	1440	1370	1290	1220	1160	1100	1050	999	973	948	925	902	864	828	806	785	750	721	701	686	728.6	2015	686	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	508	38.18479941	-14.27963886	MOZ	Mozambique	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	992	957	935	920	876	840	813	788	758	729	706	686	666	640	628	614	597	571	539	505	481	455	428	396	377	360	403.2	2015	360	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	508	38.18479941	-14.27963886	MOZ	Mozambique	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	1390	1320	1290	1260	1210	1150	1100	1050	1000	956	915	875	840	804	783	762	741	716	682	646	619	596	563	528	506	489	536.4	2015	489	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	512	57.87743482	21.98805614	OMN	Oman	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	38	33	29	26	25	24	23	23	23	23	24	24	25	25	24	23	22	21	21	21	22	22	22	23	23	24	22.8	2015	24	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	512	57.87743482	21.98805614	OMN	Oman	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	24	22	20	19	18	17	17	17	17	17	18	18	18	18	18	17	16	16	16	15	16	15	15	14	13	13	14	2015	13	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	512	57.87743482	21.98805614	OMN	Oman	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	30	27	24	22	21	20	20	20	20	20	20	21	21	21	21	20	19	19	18	18	18	18	18	18	18	17	17.8	2015	17	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	516	17.21907885	-22.13817068	NAM	Namibia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	449	443	437	429	425	424	422	424	430	443	453	468	481	492	500	499	478	453	441	436	437	439	428	422	426	423	427.6	2015	423	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	516	17.21907885	-22.13817068	NAM	Namibia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	250	250	247	243	240	241	242	246	253	265	275	288	301	309	313	310	291	264	249	236	230	222	205	189	181	172	193.8	2015	172	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	516	17.21907885	-22.13817068	NAM	Namibia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	338	335	330	324	323	320	320	324	329	341	352	367	379	387	391	390	371	344	331	321	319	315	299	283	273	265	287	2015	265	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	520	166.92313	-0.528742623	NRU	Nauru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	520	166.92313	-0.528742623	NRU	Nauru	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	520	166.92313	-0.528742623	NRU	Nauru	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	524	83.94678863	28.25866332	NPL	Nepal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1200	1130	1040	969	905	858	822	796	775	743	713	687	659	630	608	588	570	550	533	515	501	482	465	450	437	425	451.8	2015	425	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	524	83.94678863	28.25866332	NPL	Nepal	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	683	647	604	564	528	501	479	462	448	429	412	398	385	370	354	338	320	304	286	270	252	234	217	203	189	176	203.8	2015	176	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	524	83.94678863	28.25866332	NPL	Nepal	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	901	851	798	742	693	660	631	611	591	570	548	527	505	482	461	444	425	406	386	368	349	328	308	291	275	258	292	2015	258	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	528	5.331480568	51.86728884	NLD	Netherlands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	13	13	13	14	14	14	14	15	14	15	15	15	15	14	13	12	11	10	10	10	9	10	9	9	9	9	9.2	2015	9	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	528	5.331480568	51.86728884	NLD	Netherlands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	10	11	11	11	11	12	12	13	12	13	13	12	12	12	11	10	9	8	8	7	6	6	6	5	5	5	5.4	2015	5	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	528	5.331480568	51.86728884	NLD	Netherlands	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	12	12	12	12	13	13	13	13	13	14	14	13	13	13	12	11	10	9	9	8	8	8	7	7	7	7	7.2	2015	7	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	531	-68.95033464	12.15058042	CUW	Curaçao	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	531	-68.95033464	12.15058042	CUW	Curaçao	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	531	-68.95033464	12.15058042	CUW	Curaçao	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	533	-69.97050586	12.50878756	ABW	Aruba	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	533	-69.97050586	12.50878756	ABW	Aruba	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	533	-69.97050586	12.50878756	ABW	Aruba	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	540	165.5067368	-21.41742531	NCL	New Caledonia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	540	165.5067368	-21.41742531	NCL	New Caledonia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	406	390	373	362	350	339	323	310	297	284	276	269	259	249	240	231	222	216	208	203	196	193	190	182	174	169	181.6	2015	169	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	548	167.0679779	-15.34445547	VUT	Vanuatu	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	126	121	115	111	104	98	93	88	82	77	73	70	65	62	59	56	53	50	48	46	44	42	40	39	37	36	38.8	2015	36	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
