series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	646	29.92310194	-1.999842114	RWA	Rwanda	1	<1M	ANNUAL	NUMBER	14939	14902	13847	12374	11004	10045	9613	9456	9433	9346	9065	8473	7808	7149	6653	6299	7276.4	2015	6299	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	<1M	ANNUAL	NUMBER	12	11	10	10	9	8	8	8	8	8	8	7	7	7	6	6	6.6	2015	6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	660	-63.05651612	18.21525315	AIA	Anguilla	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	<1M	ANNUAL	NUMBER	34	33	33	32	32	32	31	31	31	30	30	29	29	28	27	26	27.8	2015	26	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	<1M	ANNUAL	NUMBER	29	28	27	27	26	26	26	26	26	26	26	25	23	22	20	19	21.8	2015	19	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	674	12.46329038	43.93841766	SMR	San Marino	1	<1M	ANNUAL	NUMBER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2015	0	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	<1M	ANNUAL	NUMBER	129	129	128	127	126	123	120	117	114	111	109	108	109	109	109	109	108.8	2015	109	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	<1M	ANNUAL	NUMBER	7086	6721	6469	6179	5991	5919	5932	5936	5949	5929	5850	5709	5519	5356	5112	4866	5312.4	2015	4866	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	<1M	ANNUAL	NUMBER	14833	14788	14700	14580	14391	14109	13733	13360	12935	12642	12403	12267	12214	12176	12192	12055	12180.8	2015	12055	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	688	20.805876	44.03145697	SRB	Serbia	1	<1M	ANNUAL	NUMBER	985	928	836	732	627	547	498	476	460	447	437	428	412	405	398	389	406.4	2015	389	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	<1M	ANNUAL	NUMBER	13	13	14	15	16	16	16	16	16	16	16	16	16	15	15	14	15.2	2015	14	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	<1M	ANNUAL	NUMBER	8700	8807	9037	9349	9573	9669	9742	9686	9502	9266	8998	8692	8385	8076	7792	7615	8112	2015	7615	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	702	103.8107883	1.361009155	SGP	Singapore	1	<1M	ANNUAL	NUMBER	68	61	58	56	59	61	58	59	60	61	57	57	58	59	59	53	57.2	2015	53	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	<1M	ANNUAL	NUMBER	366	340	329	317	312	306	304	307	308	307	302	292	274	260	242	227	259	2015	227	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	<1M	ANNUAL	NUMBER	18600	17606	17438	18026	18784	19285	19585	19719	19950	19973	19919	19793	19405	19026	18438	17927	18917.8	2015	17927	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	<1M	ANNUAL	NUMBER	61	57	54	49	45	44	42	42	43	41	40	38	36	34	33	31	34.4	2015	31	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	706	46.20367477	4.406485729	SOM	Somalia	1	<1M	ANNUAL	NUMBER	15909	16306	16512	16610	16692	16886	17297	17719	18139	18399	18551	18436	18254	17960	17761	17692	18020.6	2015	17692	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	<1M	ANNUAL	NUMBER	18736	17857	16833	15646	14778	14176	14055	14325	14527	14593	14544	14037	13224	12377	11627	11141	12481.2	2015	11141	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	<1M	ANNUAL	NUMBER	8249	8516	8809	9138	9516	9991	10515	11098	11679	12244	12668	12865	12992	13052	12970	12836	12943	2015	12836	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	724	-3.554078296	40.39211472	ESP	Spain	1	<1M	ANNUAL	NUMBER	1496	1550	1594	1649	1695	1671	1675	1610	1571	1557	1465	1410	1327	1194	1081	1039	1210.2	2015	1039	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	<1M	ANNUAL	NUMBER	16229	16188	15976	15772	15639	15609	15625	15794	16005	16240	16456	16651	16837	16999	17036	17034	16911.4	2015	17034	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	736	29.95650159	16.02643066	SDN	Sudan	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	<1M	ANNUAL	NUMBER	200	191	179	170	161	156	150	146	142	139	136	131	126	121	116	112	121.2	2015	112	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	<1M	ANNUAL	NUMBER	706	686	661	636	616	607	598	596	600	605	604	596	576	554	535	519	556	2015	519	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	752	14.3775338	60.60103109	SWE	Sweden	1	<1M	ANNUAL	NUMBER	163	173	186	204	218	223	216	215	199	182	178	176	176	176	178	181	177.4	2015	181	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	756	8.223158	46.96617097	CHE	Switzerland	1	<1M	ANNUAL	NUMBER	265	258	245	242	234	236	239	245	245	252	250	246	249	243	237	231	241.2	2015	231	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	<1M	ANNUAL	NUMBER	6520	6246	5863	5455	5069	4854	4763	4768	4774	4671	4456	4239	3893	3549	3205	2966	3570.4	2015	2966	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	762	69.294998	38.43069666	TJK	Tajikistan	1	<1M	ANNUAL	NUMBER	5756	5482	5199	4911	4659	4562	4589	4726	4909	5075	5237	5366	5471	5558	5552	5494	5488.2	2015	5494	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	764	101.0202951	15.13089239	THA	Thailand	1	<1M	ANNUAL	NUMBER	11397	10702	10096	9617	9125	8591	8062	7584	7180	6716	6372	6056	5771	5571	5279	4958	5527	2015	4958	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	768	0.97835765	8.532096072	TGO	Togo	1	<1M	ANNUAL	NUMBER	6706	6763	6828	6914	6990	7026	7032	6999	6949	6929	6897	6865	6824	6778	6733	6694	6778.8	2015	6694	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	776	-175.1959991	-21.19511329	TON	Tonga	1	<1M	ANNUAL	NUMBER	19	19	19	20	20	21	21	21	21	20	20	20	20	19	18	17	18.8	2015	17	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	<1M	ANNUAL	NUMBER	344	345	349	352	353	351	348	339	330	320	308	297	286	273	261	249	273.2	2015	249	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	<1M	ANNUAL	NUMBER	282	273	266	260	271	299	317	341	375	399	396	403	403	382	356	339	376.6	2015	339	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	788	9.572737411	34.11439971	TUN	Tunisia	1	<1M	ANNUAL	NUMBER	3112	2886	2678	2495	2360	2226	2119	2038	1981	1910	1875	1844	1831	1807	1780	1724	1797.2	2015	1724	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	792	35.42890329	38.9899684	TUR	Turkey	1	<1M	ANNUAL	NUMBER	28392	26547	24687	22516	20453	18703	17255	16041	14927	13900	13195	12381	11871	11307	10593	9980	11226.4	2015	9980	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	<1M	ANNUAL	NUMBER	2736	2809	2983	3186	3338	3395	3302	3108	2875	2689	2553	2513	2532	2567	2600	2581	2558.6	2015	2581	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	<1M	ANNUAL	NUMBER	7	7	7	6	6	5	5	5	5	4	4	4	4	4	4	4	4	2015	4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	800	32.39100438	1.279557331	UGA	Uganda	1	<1M	ANNUAL	NUMBER	35492	35552	35468	35378	35191	34977	34532	33839	33055	32354	31615	30936	30363	29963	29841	29738	30168.2	2015	29738	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	804	31.40270802	49.00735945	UKR	Ukraine	1	<1M	ANNUAL	NUMBER	4483	4125	3876	3701	3607	3668	3811	4013	4143	4219	4086	3833	3414	3010	2602	2378	3047.4	2015	2378	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	<1M	ANNUAL	NUMBER	237	220	214	215	222	222	212	197	177	159	140	122	108	99	92	87	101.6	2015	87	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	818	29.77468534	26.57438204	EGY	Egypt	1	<1M	ANNUAL	NUMBER	38142	37842	37705	37629	37117	36696	35636	33888	32428	31520	31379	32414	33980	35645	36401	35818	34851.6	2015	35818	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	<1M	ANNUAL	NUMBER	2601	2503	2415	2415	2383	2459	2510	2592	2672	2706	2670	2557	2388	2196	1946	1820	2181.4	2015	1820	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	831	-2.200712402	49.71561166	GGY	Guernsey	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	832	-2.136773508	49.22353354	JEY	Jersey	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	<1M	ANNUAL	NUMBER	42852	42639	42625	42632	42609	42290	41627	40576	39760	38966	38421	38373	38401	38608	38684	38575	38528.2	2015	38575	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	840	-99.13830311	39.5277871	USA	United States of America	1	<1M	ANNUAL	NUMBER	17108	17464	18026	18673	18816	19156	18805	18269	18020	17289	16564	15861	15160	14522	14023	13699	14653	2015	13699	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	<1M	ANNUAL	NUMBER	21824	21953	21971	21822	21614	21226	20827	20548	20300	20047	19645	19246	18926	18652	18403	18346	18714.6	2015	18346	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	858	-56.01387025	-32.8002838	URY	Uruguay	1	<1M	ANNUAL	NUMBER	441	432	425	413	397	381	358	335	323	311	304	292	285	268	256	246	269.4	2015	246	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	<1M	ANNUAL	NUMBER	15707	15236	14743	14398	14060	14028	14192	14562	14917	15189	15292	15249	15067	14681	14178	13652	14565.4	2015	13652	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	<1M	ANNUAL	NUMBER	6957	6777	6525	6201	5808	5525	5597	5783	6025	6086	6028	5919	5810	5700	5524	5339	5658.4	2015	5339	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	882	-172.4430749	-13.61541469	WSM	Samoa	1	<1M	ANNUAL	NUMBER	59	58	57	56	56	56	57	57	57	57	57	55	52	49	45	43	48.8	2015	43	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	887	45.22389143	15.22242099	YEM	Yemen	1	<1M	ANNUAL	NUMBER	24152	23821	23810	23965	24075	24000	23641	23145	22538	21863	21154	20489	19794	19245	18694	18235	19291.4	2015	18235	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	894	27.850329	-14.59701056	ZMB	Zambia	1	<1M	ANNUAL	NUMBER	15455	15465	15244	14841	14510	14216	14078	14098	14168	14265	14218	14089	13754	13530	13276	13188	13567.4	2015	13188	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
